title,category,rating,quote
虎口脱险 / La grande vadrouille / 横冲直撞出重围(港)  /  大進擊(台),1966 / 法国 英国 / 喜剧 战争,8.9,永远看不腻的喜剧。
你的名字。 / 君の名は。 / 你的名字  /  君之名,2016 / 日本 / 剧情 爱情 动画,8.4,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
头脑特工队 / Inside Out / 玩转脑朋友(港)  /  脑筋急转弯(台),2015 / 美国 / 喜剧 动画 冒险,8.7,愿我们都不用长大，每一座城堡都能永远存在。
二十二 / Twenty Two  /  22,2015 / 中国大陆 / 纪录片,8.7,有一些东西不应该被遗忘。
无敌破坏王 / Wreck-It Ralph / 破坏王拉尔夫  /  破坏王大冒险,2012 / 美国 / 喜剧 动画 奇幻 冒险,8.7,迪士尼和皮克斯拿错剧本的产物。
我是山姆 / I Am Sam / 不一样的爸爸(港)  /  他不笨，他是我爸爸(台),2001 / 美国 / 剧情 家庭,8.9,爱并不需要智商 。
冰川时代 / Ice Age / 冰河世纪  /  冰原历险记,2002 / 美国 / 喜剧 动画 冒险,8.5,松鼠才是角儿。
雨中曲 / Singin' in the Rain / 雨中情  /  万花嬉春,1952 / 美国 / 喜剧 歌舞 爱情,9.0,骨灰级歌舞片。
燃情岁月 / Legends of the Fall / 秋日传奇  /  真爱一世情(台),1994 / 美国 / 剧情 爱情 战争 西部,8.8,传奇，不是每个人都可以拥有。
爆裂鼓手 / Whiplash / 鼓动真我(港)  /  进击的鼓手(台),2014 / 美国 / 剧情 音乐,8.6,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
未麻的部屋 / Perfect Blue / 蓝色的恐惧  /  蓝色恐惧,1997 / 日本 / 动画 奇幻 惊悚,8.9,好的剧本是，就算你猜到了结局也猜不到全部。
人工智能 / Artificial Intelligence: AI / AI人工智慧,2001 / 美国 / 冒险 剧情 科幻,8.6,对爱的执着，可以超越一切。
模仿游戏 / The Imitation Game / 解码游戏(港)  /  模拟游戏,2014 / 英国 美国 / 剧情 传记 战争 同性,8.6,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
一个叫欧维的男人决定去死 / En man som heter Ove / 明天别再来敲门(台)  /  想死冇咁易(港),2015 / 瑞典 / 剧情,8.8,惠及一生的美丽。
穿越时空的少女 / 時をかける少女 / 跳跃吧！时空少女(台)  /  Toki o kakeru shôjo,2006 / 日本 / 剧情 爱情 科幻 动画,8.6,爱上未来的你。
魂断蓝桥 / Waterloo Bridge / 滑铁卢桥  /  断桥残梦,1940 / 美国 / 剧情 爱情 战争,8.8,中国式内在的美国电影。
忠犬八公物语 / ハチ公物語 / 八千公物语  /  阿八的故事,1987 / 日本 / 剧情,9.1,养狗三日，便会对你终其一生。
房间 / Room / 不存在的房间(台)  /  抖室(港),2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭,8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
猜火车 / Trainspotting / 迷幻列车(港)  /  定位的火车,1996 / 英国 / 剧情 犯罪,8.5,不可猜的青春迷笛。
魔女宅急便 / 魔女の宅急便 / 魔女琪琪(台)  /  小魔女限时专送,1989 / 日本 / 动画 奇幻 冒险,8.6,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
恐怖游轮 / Triangle / 汪洋血迷宮(台)  /  轮回三角,2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚,8.4,不要企图在重复中寻找已经失去的爱。
完美陌生人 / Perfetti sconosciuti / 完美谎情(港)  /  波动的信息分享,2016 / 意大利 / 剧情 喜剧,8.5,来啊，互相伤害啊！
罗生门 / 羅生門 / Rashomon,1950 / 日本 / 犯罪 剧情 悬疑,8.7,人生的N种可能性。
哪吒闹海 / Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,1979 / 中国大陆 / 冒险 动画 奇幻,8.9,想你时你在闹海。
阿飞正传 / 阿飛正傳 / Days of Being Wild,1990 / 香港 / 犯罪 剧情 爱情,8.5,王家卫是一种风格，张国荣是一个代表。
海街日记 / 海街diary / 海街女孩日记(港)  /  Kamakura Diary,2015 / 日本 / 剧情 家庭,8.7,是枝裕和的家庭习作。
黑客帝国3：矩阵革命 / The Matrix Revolutions / 骇客任务完结篇：最后战役  /  廿二世纪杀人网络3：惊变世纪,2003 / 美国 澳大利亚 / 动作 科幻,8.6,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
香水 / Perfume: The Story of a Murderer / 香水：一个杀人犯的故事  /  香水：一个谋杀犯的故事,2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻,8.5,一个单凭体香达到高潮的男人。
朗读者 / The Reader / 为爱朗读(台)  /  读爱(港),2008 / 美国 德国 / 剧情 爱情,8.5,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。
浪潮 / Die Welle / 恶魔教室(台)  /  白恤暴潮(港),2008 / 德国 / 剧情 惊悚,8.7,世界离独裁只有五天。
可可西里 / Kekexili: Mountain Patrol,2004 / 中国大陆 香港 / 剧情 犯罪,8.7,坚硬的信仰。
天书奇谭 / The Legend of Sealed Book  /  Secrets of the Heavenly Book,1983(中国大陆) / 2019(中国大陆重映) / 中国大陆 / 动画 奇幻,9.1,传奇的年代，醉人的童话。
谍影重重2 / The Bourne Supremacy / 叛谍追击2：机密圈套(港)  /  神鬼认证：神鬼疑云(台),2004 / 美国 德国 / 动作 悬疑 惊悚,8.6,谁说王家卫镜头很晃？
牯岭街少年杀人事件 / 牯嶺街少年殺人事件 / A Brighter Summer Day,1991 / 台湾 / 剧情 犯罪,8.8,弱者送给弱者的一刀。
谍影重重 / The Bourne Identity / 叛谍追击(港)  /  神鬼认证(台),2002 / 美国 德国 捷克 / 动作 悬疑 惊悚,8.5,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
战争之王 / Lord of War / 军火之王(台 / 港),2005 / 美国 法国 / 剧情 犯罪,8.6,做一颗让别人需要你的棋子。
地球上的星星 / Taare Zameen Par / 心中的小星星(台)  /  每一个孩子都是特别的,2007 / 印度 / 剧情 儿童 家庭,8.9,天使保护事件始末。
惊魂记 / Psycho / 精神病患者  /  触目惊心,1960 / 美国 / 悬疑 惊悚 恐怖,8.9,故事的反转与反转，分裂电影的始祖。
青蛇 / Green Snake,1993 / 香港 / 剧情 爱情 奇幻 古装,8.5,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
疯狂的石头 / Crazy Stone,2006 / 中国大陆 香港 / 喜剧 犯罪,8.4,中国版《两杆大烟枪》。
初恋这件小事 / สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港)  /  暗恋那点小事,2010 / 泰国 / 剧情 喜剧 爱情,8.3,黑小鸭速效美白记。
终结者2：审判日 / Terminator 2: Judgment Day / 终结者2  /  终结者2：末日审判,1991 / 美国 法国 / 动作 科幻,8.6,少见的超越首部的续集，动作片中的经典。
步履不停 / 歩いても 歩いても / 横山家之味(港 / 台),2008 / 日本 / 剧情 家庭,8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
源代码 / Source Code / 启动原始码(台)  /  危机解密(港),2011 / 美国 加拿大 / 科幻 悬疑 惊悚,8.4,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
一次别离 / جدایی نادر از سیمین / 分居风暴(台)  /  伊朗式分居(港),2011 / 伊朗 法国 / 剧情 家庭,8.7,只有有信仰的人才能说出事实真相。
追随 / Following / 跟踪(台)  /  致命追踪,1998 / 英国 / 犯罪 悬疑 惊悚,8.9,诺兰的牛逼来源于内心散发出的恐惧。
小萝莉的猴神大叔 / Bajrangi Bhaijaan / 娃娃返乡任务(台)  /  宝莱坞之钢铁奶爸(台),2015 / 印度 / 剧情 喜剧 动作,8.5,宝莱坞的萝莉与大叔。
新龙门客栈 / 新龍門客棧 / New Dragon Gate Inn,1992 / 香港 中国大陆 / 动作 爱情 武侠 古装,8.5,嬉笑怒骂，调风动月。
爱在午夜降临前 / Before Midnight / 爱在午夜希腊时(台)  /  情约半生(港),2013 / 美国 希腊 / 剧情 爱情,8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
再次出发之纽约遇见你 / Begin Again / 再次出发  /  歌曲改变人生,2013 / 美国 / 喜剧 爱情 音乐,8.5,爱我就给我看你的播放列表。
撞车 / Crash / 冲击效应  /  冲撞,2004 / 美国 德国 / 犯罪 剧情,8.6,天使与魔鬼的冲撞。
无耻混蛋 / Inglourious Basterds / 恶棍特工(台)  /  希魔撞正杀人狂(港),2009 / 美国 德国 / 剧情 犯罪,8.5,昆汀同学越来越变态了，比北野武还杜琪峰。
梦之安魂曲 / Requiem for a Dream / 噩梦挽歌(台)  /  迷上瘾(港),2000 / 美国 / 剧情,8.7,一场没有春天的噩梦。
城市之光 / City Lights / City Lights: A Comedy Romance in Pantomime  /  Lichter der Großstadt,1931 / 美国 / 喜剧 剧情 爱情,9.3,永远的小人物，伟大的卓别林。
功夫 / 功夫3D  /  Kung Fu Hustle,2004 / 中国大陆 香港 / 动作 喜剧 犯罪 奇幻,8.3,警恶惩奸，维护世界和平这个任务就交给你了，好吗？
东京物语 / 東京物語 / 东京故事  /  Tokyo Story,1953 / 日本 / 剧情 家庭,9.2,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
彗星来的那一夜 / Coherence / 相干性  /  相干效应,2013 / 美国 英国 / 科幻 悬疑 惊悚,8.5,小成本大魅力。
绿里奇迹 / The Green Mile / 绿色奇迹(台)  /  绿色英里,1999 / 美国 / 犯罪 剧情 奇幻 悬疑,8.7,天使暂时离开。
血钻 / Blood Diamond / 血腥钻石  /  滴血钻石,2006 / 美国 德国 / 剧情 惊悚 冒险,8.6,每个美丽事物背后都是滴血的现实。
2001太空漫游 / 2001: A Space Odyssey / 2001：星际漫游  /  2001：太空奥德赛,1968 / 英国 美国 / 科幻 惊悚 冒险,8.7,现代科幻电影的开山之作，最伟大导演的最伟大影片。
奇迹男孩 / Wonder / 奇迹,2017 / 美国 香港 / 剧情 儿童 家庭,8.6,世界不完美，爱会有奇迹。
聚焦 / Spotlight / 焦点追击(港)  /  惊爆焦点(台),2015 / 美国 / 剧情 传记,8.8,新闻人的理性求真。
这个男人来自地球 / The Man from Earth / 地球不死人(港)  /  这个人来自洞穴,2007 / 美国 / 剧情 科幻,8.5,科幻真正的魅力不是视觉效果能取代的。
E.T. 外星人 / E.T.: The Extra-Terrestrial / 外星人E.T.  /  外星人,1982 / 美国 / 剧情 科幻,8.5,生病的E.T.皮肤的颜色就像柿子饼。
末路狂花 / Thelma & Louise / 塞尔玛与路易丝  /  末路狂花,1991 / 美国 法国 / 犯罪 剧情 惊悚,8.7,没有了退路，只好飞向自由。
发条橙 / A Clockwork Orange / 发条桔子  /  发条橙子,1971 / 英国 美国 / 犯罪 剧情 科幻,8.5,我完全康复了。
变脸 / Face/Off / 夺面双雄,1997 / 美国 / 动作 科幻 犯罪 惊悚,8.4,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯
黑鹰坠落 / Black Hawk Down / 黑鹰降落  /  黑鹰计划,2001 / 美国 / 动作 历史 战争,8.6,还原真实而残酷的战争。
勇闯夺命岛 / The Rock / 石破天惊  /  绝地任务,1996 / 美国 / 动作 冒险,8.6,类型片的极致。
疯狂的麦克斯4：狂暴之路 / Mad Max: Fury Road / 末日先锋：战甲飞车(港)  /  疯狂麦斯：愤怒道(台),2015 / 澳大利亚 美国 / 动作 科幻 冒险,8.6,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~
"黄金三镖客 / Il buono, il brutto, il cattivo. / 好·坏·丑  /  独行侠决斗地狱门(港)",1966 / 意大利 西班牙 西德 / 冒险 西部,9.1,最棒的西部片。
秒速5厘米 / 秒速5センチメートル / 秒速五厘米  /  秒速5公分,2007 / 日本 / 动画 剧情 爱情,8.3,青春就是放弃和怀念。
我爱你 / 그대를 사랑합니다 / 爱你  /  爱，是一生相伴(台),2011 / 韩国 / 剧情 爱情,9.0,你要相信，这世上真的有爱存在，不管在什么年纪
国王的演讲 / The King's Speech / 皇上无话儿(港)  /  王者之声：宣战时刻(台),2010 / 英国 澳大利亚 美国 / 剧情 传记 历史,8.4,皇上无话儿。
非常嫌疑犯 / The Usual Suspects / 刺激惊爆点(台)  /  普通嫌疑犯,1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚,8.6,我不信仰上帝，但我敬畏上帝。
千钧一发 / Gattaca / 变种异煞  /  自然人,1997 / 美国 / 剧情 科幻 惊悚,8.7,一部能引人思考的科幻励志片。
卡萨布兰卡 / Casablanca / 北非谍影(港)  /  卡萨布兰卡,1942 / 美国 / 剧情 爱情 战争,8.6,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。
遗愿清单 / The Bucket List / 玩转身前事(港)  /  一路玩到挂(台),2007 / 美国 / 冒险 喜剧 剧情,8.6,用剩余不多的时间，去燃烧整个生命。
新世界 / 신세계 / 暗黑新世界(台)  /  New World,2013 / 韩国 / 剧情 犯罪,8.7,要做就做得狠一点，这样才能活下去。
美国丽人 / American Beauty / 美丽有罪(港)  /  美国心·玫瑰情(台),1999 / 美国 / 剧情 爱情 家庭,8.5,每个人的内心都是深不可测的大海。
驴得水 / Mr. Donkey,2016 / 中国大陆 / 剧情 喜剧,8.3,过去的如果就让它过去了，未来只会越来越糟！
釜山行 / 부산행 / 尸速列车(台)  /  尸杀列车(港),2016 / 韩国 / 动作 惊悚 灾难,8.4,揭露人性的丧尸题材力作。
四个春天 / Four Springs,2017 / 中国大陆 / 纪录片 家庭,8.9,来也匆匆去也匆匆，就这样风雨兼程。
头号玩家 / Ready Player One / 玩家一号  /  挑战者1号(港),2018 / 美国 / 动作 科幻 冒险,8.7,写给影迷，动漫迷和游戏迷的一封情书。
